year,sem,division,dept,num,course_name,course_level,hrs_per_week,interest_in_student_learning,clear_course_requirements,clear_learning_objectives,provides_feedback,demonstrate_importance_of_subject_matter,explains_subject_matter,respect_for_students,overall_teaching_rate,overall_course_rate
2020,Spring,Mellon College of Science,BSC,3231,HONORS BIOCHEMISTRY,Undergraduate,8.48,4.32,4.20,4.28,3.68,4.44,4.20,4.72,4.28,4.04
2020,Spring,Mellon College of Science,BSC,3232,BIOCHEMISTRY I,Undergraduate,8.14,4.64,4.44,4.47,4.27,4.73,4.40,4.89,4.47,4.29
2020,Summer,Mellon College of Science,BSC,3232,BIOCHEMISTRY I,Undergraduate,13.25,5.00,4.75,4.75,4.75,5.00,4.50,5.00,5.00,4.75
2020,Spring,Mellon College of Science,BSC,3240,CELL BIOLOGY,Undergraduate,8.00,5.00,4.50,4.58,4.33,4.83,4.67,4.92,4.75,4.83
2020,Spring,Mellon College of Science,BSC,3344,EXPERMNTL BIOCHEMTRY,Undergraduate,15.08,5.00,4.85,4.92,4.85,4.69,4.77,4.92,4.92,4.77
2020,Spring,Mellon College of Science,BSC,3345,EXPER CEL DEV BIOLGY,Undergraduate,15.00,5.00,5.00,5.00,4.75,4.88,5.00,5.00,5.00,5.00
2020,Spring,Mellon College of Science,BSC,3350,DEVELOPMNTL BIOLOGY,Undergraduate,9.71,4.71,4.29,4.43,4.29,4.71,4.57,5.00,4.71,4.43
2020,Spring,Mellon College of Science,BSC,3355,STEM CELL ENGINEERNG,Undergraduate,9.50,4.88,4.63,4.50,4.38,4.88,4.75,4.88,4.75,4.63
2020,Summer,Mellon College of Science,BSC,3362,CELLULAR NEUROSCIENC,Undergraduate,15.00,5.00,4.91,4.91,4.55,5.00,4.55,4.82,4.73,4.55
2020,Spring,Mellon College of Science,BSC,3363,SYSTEMS NEUROSCIENCE,Undergraduate,7.48,4.14,4.00,4.22,3.70,4.44,4.07,4.21,3.93,3.86
2020,Spring,Mellon College of Science,BSC,3365,NEURAL CORR. LRN MEM,Undergraduate,6.36,4.82,4.36,4.55,4.45,4.73,4.55,4.91,4.27,4.45
2020,Spring,Mellon College of Science,BSC,3390,MOLECULAR CELL IMMUN,Undergraduate,7.07,4.14,3.72,3.83,3.45,4.21,4.17,4.45,4.10,4.00
2020,Spring,Mellon College of Science,BSC,3391,MICROBIOLOGY,Undergraduate,6.00,5.00,4.67,4.67,4.33,4.83,4.67,5.00,4.83,4.83
2020,Spring,Mellon College of Science,BSC,3409,APPLIED CELL BIO,Undergraduate,4.40,5.00,4.20,4.40,4.40,4.40,4.60,4.80,4.60,4.20
2020,Spring,Mellon College of Science,BSC,3445,UNDERGRAD RESEARCH,Undergraduate,11.00,4.50,4.00,4.50,4.50,4.50,5.00,5.00,4.50,4.50
2020,Spring,Mellon College of Science,BSC,3621,ADV. QUANT. GENETICS,Graduate,7.77,4.77,5.00,5.00,4.93,4.93,4.93,5.00,4.86,4.62
2020,Fall,Mellon College of Science,BSC,3701,STAT CMPTNG BSC,Graduate,2.75,2.25,3.00,3.25,2.50,3.00,2.75,3.50,2.67,2.50
2020,Spring,Mellon College of Science,BSC,3713,BIOINFMTCS DATA PRAC,Graduate,6.96,4.38,3.96,4.00,4.19,4.19,3.58,4.88,4.12,3.77
2020,Spring,Mellon College of Science,BSC,3728,GENOME EDIT BIOTECH,Graduate,7.00,4.57,4.48,4.67,4.57,4.67,4.57,4.95,4.57,4.38
2020,Spring,Mellon College of Science,BSC,3730,ADVANCED GENETICS,Graduate,6.63,4.88,4.58,4.71,4.42,4.83,4.75,5.00,4.75,4.92
2020,Spring,Mellon College of Science,BSC,3741,ADV CELL BIOLOGY,Graduate,9.88,4.58,4.55,4.45,4.05,4.67,4.70,4.67,4.50,4.45
2020,Fall,Mellon College of Science,BSC,3747,PPSL PREP PEER REV,Graduate,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.75
2020,Fall,Mellon College of Science,BSC,3758,SPECIAL TOPICS,Graduate,5.50,4.67,4.83,4.83,4.50,5.00,5.00,5.00,4.83,4.83
2020,Spring,Mellon College of Science,BSC,3763,ADV SYS NEUROSCIENCE,Graduate,6.82,4.67,4.33,4.36,4.05,4.67,4.62,4.85,4.49,4.31
2020,Spring,Mellon College of Science,BSC,3791,ADV MICROBIO,Graduate,7.79,4.93,4.79,4.71,4.64,4.79,4.69,5.00,5.00,4.85
2020,Spring,Carnegie Mellon University,BXA,52291,BXA SEM II,Undergraduate,3.00,4.67,3.78,3.44,3.67,3.89,3.78,5.00,4.00,3.78
2020,Spring,Carnegie Mellon University,BXA,52392,BXA SEM III,Undergraduate,4.33,4.78,4.00,4.33,4.33,4.33,4.33,5.00,4.22,4.22
2020,Spring,Carnegie Mellon University,BXA,52402,BXA SEM V: CAPSTONE,Undergraduate,5.27,4.91,4.73,4.82,4.82,4.91,4.73,4.91,4.73,4.73
2020,Spring,Dietrich College of Humanities and Social Sciences,CAS,64880,GR SPT MDA MEDTD REL,Graduate,11.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
2020,Summer,School of Computer Science,CB,2000,PRECLG WRKSHP,Undergraduate,21.88,4.85,4.79,4.83,4.43,4.92,4.86,4.96,4.86,4.77
2020,Spring,School of Computer Science,CB,2250,INTRO TO COMP BIO,Undergraduate,8.16,4.00,3.86,3.93,3.43,3.96,3.75,4.14,3.57,3.50
2020,Spring,School of Computer Science,CB,2251,GREAT IDEAS IN CB,Undergraduate,12.67,4.78,5.00,4.89,4.33,4.89,4.89,4.89,4.78,4.78
2020,Spring,School of Computer Science,CB,2261,QNTV CL MLC BLG LAB,Undergraduate,5.00,4.50,5.00,4.50,5.00,5.00,5.00,5.00,5.00,5.00
2020,Spring,School of Computer Science,CB,2318,INTRO COMP MEDICINE,Undergraduate,5.00,5.00,4.50,4.50,4.75,5.00,5.00,5.00,4.75,4.75
2020,Spring,School of Computer Science,CB,2331,MODELING EVOLUTION,Undergraduate,5.00,5.00,3.00,3.00,2.00,4.00,3.00,5.00,3.00,3.00
2020,Spring,School of Computer Science,CB,2414,STRING ALGORITHMS,Undergraduate,8.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
2020,Spring,School of Computer Science,CB,2450,AUTMTN SCI RESRCH,Undergraduate,8.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
2020,Spring,School of Computer Science,CB,2510,COMPUTATNL GENOMICS,Undergraduate,8.00,4.50,4.00,4.67,4.17,4.67,4.17,4.33,4.17,4.00
2020,Spring,School of Computer Science,CB,2605,PROF ISSUES A S,Graduate,2.50,4.00,4.00,4.00,3.67,3.83,3.83,4.83,4.17,3.50
2020,Spring,School of Computer Science,CB,2613,ALGR & ADV DTA STRC,Graduate,8.00,4.50,5.00,5.00,4.00,4.00,5.00,4.50,4.00,4.00
2020,Spring,School of Computer Science,CB,2614,STRING ALGORITHMS,Graduate,11.00,4.00,4.50,4.63,3.50,4.75,4.75,4.63,4.75,4.50
2020,Spring,School of Computer Science,CB,2620,ML FOR SCIENTISTS,Graduate,7.94,4.50,4.41,4.44,4.26,4.50,4.15,4.79,4.18,4.06
2020,Spring,School of Computer Science,CB,2710,COMPUTATNL GENOMICS,Graduate,9.31,3.74,3.78,3.75,3.46,4.04,3.62,4.30,3.42,3.64
2020,Spring,School of Computer Science,CB,2731,MODELING EVOLUTION,Graduate,7.57,4.29,3.86,4.00,3.71,4.29,4.14,4.57,4.14,3.86
2020,Spring,School of Computer Science,CB,2750,AUTOMTN SCI RESRC,Graduate,9.78,4.06,4.50,4.39,3.72,4.61,4.39,4.39,4.11,3.78
2020,Spring,School of Computer Science,CB,2760,LAB METHODS COMP BIO,Graduate,5.00,4.29,4.29,4.43,4.29,4.43,4.14,4.71,4.14,3.29
2020,Spring,School of Computer Science,CB,2762,LAB METHDS AUTBIO II,Graduate,8.43,4.57,4.29,4.14,4.43,4.33,4.57,4.86,4.43,4.29
2020,Spring,Carnegie Institute of Technology,CEE,12030,IDEATE ST: RES STRUC,Undergraduate,5.38,4.88,4.75,4.75,4.50,4.50,4.50,4.88,4.75,4.63
2020,Spring,Carnegie Institute of Technology,CEE,12100,EXPLORING CEE,Undergraduate,5.67,4.42,4.37,4.39,4.22,4.56,4.40,4.80,4.26,4.22
2020,Spring,Carnegie Institute of Technology,CEE,12201,GEOLOGY,Undergraduate,6.14,4.83,4.76,4.76,4.38,4.76,4.72,4.93,4.72,4.66
2020,Spring,Carnegie Institute of Technology,CEE,12216,RESEARCH SKILLS,Undergraduate,2.60,4.40,4.20,4.40,4.40,4.40,4.40,4.60,4.20,4.40
2020,Spring,Carnegie Institute of Technology,CEE,12231,SOLID MECHANICS,Undergraduate,8.11,3.37,3.30,3.33,2.93,3.33,2.77,3.85,2.81,2.93
2020,Spring,Carnegie Institute of Technology,CEE,12232,SOLID MECHANICS LAB,Undergraduate,7.33,4.53,4.20,4.25,4.48,4.36,4.36,4.53,4.41,4.19
2020,Spring,Carnegie Institute of Technology,CEE,12271,INT CM AP CV ENV ENG,Undergraduate,9.06,4.97,4.87,4.84,4.87,4.90,4.87,4.90,4.90,4.81
2020,Spring,Carnegie Institute of Technology,CEE,12350,ST: SOL DEC SYS DES,Undergraduate,8.00,4.27,3.86,3.91,3.86,4.18,3.73,4.55,3.86,3.82
2020,Spring,Carnegie Institute of Technology,CEE,12351,ENVRMNTL ENGINEERING,Undergraduate,6.63,4.68,4.06,4.13,4.00,4.22,4.07,4.81,4.12,3.85
2020,Spring,Carnegie Institute of Technology,CEE,12352,ENVMNTL ENGRNG LAB,Undergraduate,4.78,4.26,3.74,3.74,3.48,4.11,3.56,4.81,3.56,3.44
2020,Spring,Carnegie Institute of Technology,CEE,12358,MATERIALS LAB,Undergraduate,4.52,4.65,3.84,4.29,4.03,4.39,4.06,4.65,4.13,3.81
2020,Fall,Carnegie Institute of Technology,CEE,12421,ENGINEERNG ECONOMICS,Undergraduate,9.73,4.67,4.67,4.77,4.23,4.63,4.57,4.73,4.57,4.40
2020,Spring,Carnegie Institute of Technology,CEE,12600,AUTOCAD,Graduate,4.61,4.61,4.65,4.65,4.26,4.43,4.61,4.74,4.57,4.52
2020,Fall,Carnegie Institute of Technology,CEE,12606,TRAFFIC ENGINEERING,Graduate,5.50,3.75,3.58,3.67,3.42,3.92,3.67,4.42,3.33,3.42
2020,Spring,Carnegie Institute of Technology,CEE,12623,MOL SIM MATERIAL,Graduate,12.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
2020,Spring,Carnegie Institute of Technology,CEE,12631,STRUCTURAL DESIGN,Graduate,12.00,4.67,4.50,4.08,4.50,4.67,4.17,4.67,4.58,4.33
2020,Spring,Carnegie Institute of Technology,CEE,12636,GEOTECHNICAL ENGINR,Graduate,9.25,4.67,4.00,4.25,4.17,4.58,3.25,4.67,3.42,3.75
2020,Summer,Carnegie Institute of Technology,CEE,12659,SP TOPICS MATLAB,Graduate,11.00,5.00,5.00,5.00,5.00,4.00,4.00,5.00,5.00,5.00
2020,Spring,Carnegie Institute of Technology,CEE,12690,INDEPENDENT STUDY,Graduate,3.50,4.50,4.50,3.50,4.50,4.50,4.50,4.50,4.50,4.50
2020,Spring,Carnegie Institute of Technology,CEE,12703,NUMERCL MTHD ENGING,Graduate,11.67,3.67,3.50,3.33,3.33,3.33,3.67,3.83,3.67,3.67
2020,Spring,Carnegie Institute of Technology,CEE,12711,BIM ENG CONS FAC MGM,Graduate,9.69,4.10,4.24,4.17,4.17,4.21,4.14,4.54,4.00,3.93
2020,Spring,Carnegie Institute of Technology,CEE,12714,ENV LFE CYC ASSMNT,Graduate,10.84,4.79,4.58,4.68,4.58,4.63,4.33,4.74,4.37,4.32
2020,Spring,Carnegie Institute of Technology,CEE,12718,EESS PROJECT,Graduate,11.70,4.80,4.70,4.80,4.70,4.50,4.50,5.00,4.80,4.70
2020,Spring,Carnegie Institute of Technology,CEE,12724,BIOLGL WASTWTR MANGM,Graduate,14.00,4.67,4.17,4.25,4.50,4.58,3.92,4.92,4.00,4.25
2020,Spring,Carnegie Institute of Technology,CEE,12725,FTE TRNS PHSCHM PROC,Graduate,14.33,4.78,4.78,4.89,4.22,4.78,4.67,4.67,4.78,4.89
